,_id,source,views,tags,similarity,rulebased_tags,title,price,image,link,rating,description,__v,gptTagging,curated,updatedAt,test_set,hil,createdAt,price_currency,added_by,is_active,thumbnails,all_unique_id
0,65b25eea05caa86ca834384c,bloomingdale,0,"['Male', 'Female', 'Young Adult', 'Adult']",0.0,[],Sam Edelman Womens Bianka Slingback Kitten Heels,140.0,"https://images.bloomingdalesassets.com/is/image/BLM/products/2/optimized/12956852_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$",https://www.bloomingdales.com/shop/product/sam-edelman-womens-bianka-slingback-kitten-heels?ID=4429494,4.4,sam edelman womens bianka slingback kitten heels fits true to size order your normal size pointed toe buckled slingback 225 selfcovered heel leather upper synthetic lining and sole imported web id 4429494,2,"[{'gender': ['Female'], 'age_category': ['25 - 45', '45 - 65'], 'interest': ['Fashion and Accessories', 'Beauty and Self-Care'], 'occasion': ['Birthdays', 'Anniversaries', 'Holidays', 'Appreciation'], 'relationship': ['Spouse or Significant Other', 'Girlfriend', 'Friend'], 'style': ['Classic and Timeless', 'Comfortable Yet Stylish', 'Premium Brands']}]",True,2024-02-13 12:53:59.091,True,False,2024-02-13 12:53:59.091,USD,65d32996a27d4cc0e8f177ad,True,,65b25eea05caa86ca834384c
1,65b2613fc77fb76fc87fd9df,bloomingdale,0,"['Female', '25 - 45', '45 - 65', '65 +', 'Fashion and Accessories', 'Birthdays', 'Anniversaries', 'Holidays', 'Weddings', 'Appreciation', 'Spouse or Significant Other', 'Girlfriend', 'Friend', 'Parent', 'Grand Parent', 'Premium Brands', 'Classic and Timeless']",33.33333333333333,[],Valentino Garavani Womens Rockstud Cage Leather Pumps with Studs,1190.0,"https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/10977650_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$",https://www.bloomingdales.com/shop/product/valentino-garavani-womens-rockstud-cage-leather-pumps-with-studs?ID=4280683&CategoryID=17396,4.7,"Fits small, order a half size up
        Pointed toe 
        Buckled ankle strap   
        Geometric stud detailing at straps
        Leather or patent leather upper
        3.93"" high heel 
        Leather upper, lining, and sole
        Made in Italy


    
  
    Web ID: 4280683",4,"[{'gender': ['Female'], 'age_category': ['25 - 45', '45 - 65', '65 +'], 'interest': ['Fashion and Accessories', 'Beauty and Self-Care'], 'occasion': ['Birthdays', 'Anniversaries', 'Holidays', 'Weddings', 'Appreciation'], 'relationship': ['Spouse or Significant Other', 'Girlfriend', 'Friend', 'Parent', 'Grand Parent'], 'style': ['Premium Brands', 'Classic and Timeless']}]",,2024-03-13 17:59:25.993,True,False,2024-02-13 12:53:59.091,USD,65d32996a27d4cc0e8f177ad,True,"['https://images.bloomingdalesassets.com/is/image/BLM/products/5/optimized/10977655_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$', 'https://images.bloomingdalesassets.com/is/image/BLM/products/8/optimized/12170918_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$', 'https://images.bloomingdalesassets.com/is/image/BLM/products/2/optimized/10977652_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$', 'https://images.bloomingdalesassets.com/is/image/BLM/products/3/optimized/10977653_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$', 'https://images.bloomingdalesassets.com/is/image/BLM/products/4/optimized/10977654_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$']",65b2613fc77fb76fc87fd9df
2,65b2621334b6f91abc1259a8,bloomingdale,0,"['Female', '18 - 25', '25 - 45', '45 - 65', 'Fashion and Accessories', 'Outdoor and Nature', 'Travel and Adventure', 'Birthdays', 'Anniversaries', 'Holidays', 'Appreciation', 'Thank You Gifts', 'Spouse or Significant Other', 'Girlfriend', 'Friend', 'Parent', 'Classic and Timeless', 'Comfortable Yet Stylish', 'Practical']",90.0,[],AQUA Cire Wonder Short Puffer Jacket,8893.0,"https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/13129996_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$",https://www.bloomingdales.com/shop/product/aqua-cire-wonder-short-puffer-jacket?ID=4869381,4.1,aqua cire wonder short puffer jacket stand collar with attached hood long sleeves with elasticized cuffs front zip with snap button closure flap patch pockets lined imported web id 4869381,0,"[{'gender': ['Female'], 'age_category': ['18 - 25', '25 - 45', '45 - 65'], 'interest': ['Fashion and Accessories', 'Outdoor and Nature', 'Travel and Adventure'], 'occasion': ['Birthdays', 'Anniversaries', 'Holidays', 'Appreciation', 'Thank You Gifts'], 'relationship': ['Spouse or Significant Other', 'Girlfriend', 'Friend', 'Parent'], 'style': ['Classic and Timeless', 'Comfortable Yet Stylish', 'Practical']}]",,2024-02-13 12:53:59.091,True,False,2024-02-13 12:53:59.091,USD,65d32996a27d4cc0e8f177ad,True,,65b2621334b6f91abc1259a8
3,65b26237c77fb76fc87fd9e7,bloomingdale,0,"['Female', '25 - 45', '45 - 65', '65 +', 'Fashion and Accessories', 'Beauty and Self-Care', 'Anniversaries', 'Spouse or Significant Other', 'Parent', 'Friend', 'Classic and Timeless', 'Premium Brands', 'Weddings', ""Valentine's Day"", 'Bougie', 'Birthdays']",33.33333333333333,[],WOLF Caroline Medium Jewelry Case,405.0,"https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/11759730_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$",https://www.bloomingdales.com/shop/product/wolf-1834-caroline-medium-jewelry-case?ID=4160834&CategoryID=1005786,0.0,"Dimensions: 11.5""L x 8.5""W x 7""H
        The embodiment of sophistication and style. Caroline, a timeless classic with elegant soft lines of the 50's, supple diamond quilted leather accented with gold-tone hardware
        Storage: seven (7) ring rolls and travel case with three (3) compartments and four (4) ring rolls
        Traveling with Caroline makes safekeeping your jewelry whilst on the go a snap
        Imported


    
  
    Web ID: 4160834


        
          
              See More Info",5,"[{'gender': ['Female'], 'age_category': ['25 - 45', '45 - 65', '65 +'], 'interest': ['Fashion and Accessories', 'Travel and Adventure', 'Beauty and Self-Care', 'Home and Decor'], 'occasion': ['Birthdays', 'Anniversaries', 'Holidays', 'Housewarmings'], 'relationship': ['Spouse or Significant Other', 'Parent', 'Grand Parent', 'Friend'], 'style': ['Classic and Timeless', 'Premium Brands', 'Minimalistic']}]",True,2024-03-13 18:49:08.747,True,False,2024-02-13 12:53:59.091,USD,65d32996a27d4cc0e8f177ad,True,"['https://images.bloomingdalesassets.com/is/image/BLM/products/9/optimized/11759749_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$', 'https://images.bloomingdalesassets.com/is/image/BLM/products/5/optimized/11759745_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$', 'https://images.bloomingdalesassets.com/is/image/BLM/products/6/optimized/11759746_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$', 'https://images.bloomingdalesassets.com/is/image/BLM/products/7/optimized/11759747_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$', 'https://images.bloomingdalesassets.com/is/image/BLM/products/8/optimized/11759748_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$']",65b26237c77fb76fc87fd9e7
4,65b26315c77fb76fc87fd9ef,bloomingdale,0,"['Male', 'Female', '25 - 45', '45 - 65', '65 +', 'Tech and Gadgets', 'Home and Decor', 'Art and Culture', 'Family and Parenting', 'Birthdays', 'Anniversaries', 'Holidays', 'Housewarmings', 'Retirements', 'Appreciation', 'Thank You Gifts', 'Parent', 'Grand Parent', 'Friend', 'Colleague', 'Classic and Timeless', 'Minimalistic']",66.66666666666666,[],Aura Carver Digital Picture Frame,12788.0,"https://images.bloomingdalesassets.com/is/image/BLM/products/7/optimized/12960927_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$",https://www.bloomingdales.com/shop/product/aura-carver-digital-picture-frame?ID=4792083&CategoryID=1005786&sizes=HOME_PRODUCT_TYPE!!Bath;;Dinnerware;;Gadgets%20%26amp%3B%20Tools;;Gifts%20%26amp%3B%20Games;;Home%20Decor,4.9,aura carver digital picture frame a wificonnected photo frame that makes it easy to instantly display and share all your favorite photos videos and more display size 10 landscape 1280 x 800 hd colorcalibrated digital display shows portrait photos sidebyside imported web id 4792083,3,"[{'gender': ['Male', 'Female'], 'age_category': ['25 - 45', '45 - 65', '65 +'], 'interest': ['Tech and Gadgets', 'Home and Decor', 'Art and Culture', 'Family and Parenting'], 'occasion': ['Birthdays', 'Anniversaries', 'Holidays', 'Housewarmings', 'Retirements', 'Appreciation', 'Thank You Gifts'], 'relationship': ['Parent', 'Grand Parent', 'Friend', 'Colleague'], 'style': ['Classic and Timeless', 'Minimalistic']}]",,2024-02-13 12:53:59.091,True,False,2024-02-13 12:53:59.091,USD,65d32996a27d4cc0e8f177ad,True,,65b26315c77fb76fc87fd9ef
5,65b2641a6932958a4f56f430,bloomingdale,0,"['Female', '25 - 45', '45 - 65', '65 +', 'Home and Decor', 'Beauty and Self-Care', 'Art and Culture', 'Birthdays', 'Anniversaries', 'Holidays', 'Housewarmings', 'Appreciation', 'Thank You Gifts', 'Spouse or Significant Other', 'Parent', 'Friend', 'Classic and Timeless', 'Chill', 'Premium brands', 'Arts and Crafts', 'Weddings', ""Valentine's Day"", 'Thank you gifts', 'Retirements', 'Promotions and Achievements', 'Get well soon', 'Girlfriend', 'Colleague', 'Grandparent']",81.33333333333333,[],Voluspa Rose Otto 5 Wick Hearth Candle 114 oz,235.0,"https://images.bloomingdalesassets.com/is/image/BLM/products/3/optimized/12761503_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$",https://www.bloomingdales.com/shop/product/voluspa-rose-otto-5-wick-hearth-candle-114-oz.?ID=3284951&CategoryID=1005786&sizes=HOME_PRODUCT_TYPE!!Bath;;Dinnerware;;Gadgets%20%26amp%3B%20Tools;;Gifts%20%26amp%3B%20Games;;Home%20Decor,4.8,voluspa rose otto 5 wick hearth candle 114 oz enter the rose garden without thorny consequence rosa damascena bulgarian rose and peony evoke their perfume in sweet harmony fragrance notes steamed distilled rosa damascena flower tops bulgarian rose essential oil product weight 114 oz 250hour burn time packaged in a giant artfully printed box dimensions 866 diameter x 913h warning always burn candle within sight and place candle away from curtains or other flammable materials position on a flat heatresistant surface warning keep candle away from children and pets made in usa web id 3284951 see more info,1,"[{'gender': ['Female'], 'age_category': ['25 - 45', '45 - 65', '65 +'], 'interest': ['Home and Decor', 'Beauty and Self-Care', 'Art and Culture'], 'occasion': ['Birthdays', 'Anniversaries', 'Holidays', 'Housewarmings', 'Appreciation', 'Thank You Gifts'], 'relationship': ['Spouse or Significant Other', 'Parent', 'Friend'], 'style': ['Classic and Timeless', 'Chill']}]",,2024-02-16 07:39:34.303,True,False,2024-02-13 12:53:59.091,USD,65d32996a27d4cc0e8f177ad,True,,65b2641a6932958a4f56f430
6,65b352ea6932958a4f56f43b,bloomingdale,0,"['Female', '25 - 45', '45 - 65', '65 +', 'Fashion and Accessories', 'Beauty and Self-Care', 'Birthdays', 'Anniversaries', 'Holidays', ""Valentine's Day"", 'Appreciation', 'Spouse or Significant Other', 'Parent', 'Grand Parent', 'Friend', 'Premium Brands', 'Classic and Timeless', 'Comfortable yet stylish', 'Bougie', 'Art and Culture', 'Weddings', 'Girlfriend']",0.0,[],Versace I Heart Baroque Bath Robe,550.0,"https://images.bloomingdalesassets.com/is/image/BLM/products/1/optimized/13002691_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$",https://www.bloomingdales.com/shop/product/versace-i-heart-baroque-bath-robe?ID=3817926&CategoryID=19485,4.1,versace i heart baroque bath robe includes detachable belt barocco print patch pockets on the front greca print details on the sleeves s  m  l  xl  2xl  3xl made in italy web id 3817926 see more info,1,"[{'gender': ['Female'], 'age_category': ['25 - 45', '45 - 65', '65 +'], 'interest': ['Fashion and Accessories', 'Home and Decor', 'Beauty and Self-Care'], 'occasion': ['Birthdays', 'Anniversaries', 'Holidays', ""Valentine's Day"", 'Appreciation'], 'relationship': ['Spouse or Significant Other', 'Parent', 'Grand Parent', 'Friend'], 'style': ['Premium Brands', 'Classic and Timeless']}]",,2024-02-13 12:53:59.091,True,False,2024-02-13 12:53:59.091,USD,65d32996a27d4cc0e8f177ad,True,,65b352ea6932958a4f56f43b
7,65b353cf6932958a4f56f449,bloomingdale,0,"['Male', 'Female', '25 - 45', '45 - 65', '65 +', 'Fashion and Accessories', 'Luxury and Premium Brands', 'Art and Culture', 'Birthdays', 'Anniversaries', 'Holidays', 'Appreciation', 'Spouse or Significant Other', 'Parent', 'Grand Parent', 'Friend', 'Premium Brands', 'Classic and Timeless', 'Bougie', 'Classic and timeless', 'Comfortable yet stylish', 'Premium brands', 'Minimalistic', 'Weddings', ""Valentine's Day"", 'Girlfriend']",80.0,[],Versace Unisex Logo Silk Twill Slippers,450.0,"https://images.bloomingdalesassets.com/is/image/BLM/products/2/optimized/11394782_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$",https://www.bloomingdales.com/shop/product/versace-unisex-logo-silk-twill-slippers?ID=5032112,0.0,versace unisex logo silk twill slippers fits true to size order your normal size round toe slip on silk twill construction ornate print with signature medusa head made in italy web id 5032112 see more info,1,"[{'gender': ['Male', 'Female'], 'age_category': ['25 - 45', '45 - 65', '65 +'], 'interest': ['Fashion and Accessories', 'Luxury and Premium Brands', 'Art and Culture'], 'occasion': ['Birthdays', 'Anniversaries', 'Holidays', 'Appreciation'], 'relationship': ['Spouse or Significant Other', 'Parent', 'Grand Parent', 'Friend'], 'style': ['Premium Brands', 'Classic and Timeless']}]",,2024-02-13 12:53:59.091,True,False,2024-02-13 12:53:59.091,USD,65d32996a27d4cc0e8f177ad,True,,65b353cf6932958a4f56f449
8,65b3549f6932958a4f56f453,bloomingdale,0,"['Home and Decor', 'Art and Culture', 'Weddings', 'Housewarmings', 'Appreciation', 'Parent', 'Friend', 'Colleague', 'Premium Brands', 'Classic and Timeless', 'Premium brands', 'Classic and timeless', 'Bougie', 'Comfortable yet stylish', 'Male', 'Anniversaries', 'Birthdays', 'Promotions and Achievements', ""Valentine's Day"", 'Thank you gifts', 'Spouse or Significant Other', 'Girlfriend', 'Food and Cooking', '25 - 45', '45 - 65', '65 +', 'Grand Parent', 'Graduations', 'Retirements', 'Social Impact and Charity']",75.0,[],Versace Versace Butterfly Garden Service Plate,450.0,"https://images.bloomingdalesassets.com/is/image/BLM/products/2/optimized/11035162_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$",https://www.bloomingdales.com/shop/product/rosenthal-meets-versace-butterfly-garden-service-plate?ID=84042,0.0,versace versace butterfly garden service plate versace by rosenthal butterfly garden service plate 1175d made in germany web id 84042,2,"[{'gender': [], 'age_category': [], 'interest': ['Home and Decor', 'Art and Culture'], 'occasion': ['Weddings', 'Housewarmings', 'Appreciation'], 'relationship': ['Parent', 'Friend', 'Colleague'], 'style': ['Premium Brands', 'Classic and Timeless']}]",,2024-03-13 19:35:23.226,True,False,2024-02-13 12:53:59.091,USD,65d32996a27d4cc0e8f177ad,True,[],65b3549f6932958a4f56f453
9,65b355bd6932958a4f56f45b,bloomingdale,0,"['Male', 'Female', 'Under 12', '12 - 18', '18 - 25', 'Toys and Games', 'Pets and Animal Lovers', 'Birthdays', 'Newborns', 'Appreciation', 'Child', 'Friend', 'Chill', 'Sports and Hobbies', 'Spouse or Significant Other']",70.0,[],Gund Flappy the Elephant  Ages 0,45.0,"https://images.bloomingdalesassets.com/is/image/BLM/products/0/optimized/9037340_fpx.tif?op_sharpen=1&wid=700&fit=fit,1&$filtersm$",https://www.bloomingdales.com/shop/product/gund-flappy-the-elephant-ages-0?ID=1650412&CategoryID=19459,4.6,gund flappy the elephant  ages 0 suitable for all ages ears cover eyes and elephant plays peekaboo when left foot is pressed ears flap and do your ears hang low plays when right foot is pressed requires three aa batteries included dimensions 10 l x 12 h x 8 d imported web id 1650412,2,"[{'gender': ['Male', 'Female'], 'age_category': ['Under 12', '12 - 18', '18 - 25', '25 - 45', '45 - 65', '65 +'], 'interest': ['Toys and Games', 'Pets and Animal Lovers'], 'occasion': ['Birthdays', 'Holidays', 'Newborns', 'Appreciation'], 'relationship': ['Child', 'Parent', 'Grand Parent', 'Friend'], 'style': []}]",,2024-03-12 15:29:39.909,True,False,2024-02-13 12:53:59.091,USD,65d32996a27d4cc0e8f177ad,True,[],65b355bd6932958a4f56f45b
